date,year,month,month_name,region_label,station_name,station_id,latitude,longitude,elevation_m,monthly_rainfall_mm
1954-01-01,1954,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.3
1954-02-01,1954,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.5
1954-03-01,1954,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1954-04-01,1954,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,79.1
1954-05-01,1954,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.3
1954-06-01,1954,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.6
1954-07-01,1954,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.9
1954-08-01,1954,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1954-09-01,1954,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.7
1954-10-01,1954,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.1
1954-11-01,1954,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.8
1954-12-01,1954,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.0
1955-01-01,1955,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.8
1955-02-01,1955,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,117.0
1955-03-01,1955,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.9
1955-04-01,1955,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.7
1955-05-01,1955,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,91.1
1955-06-01,1955,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,88.3
1955-07-01,1955,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1955-08-01,1955,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.8
1955-09-01,1955,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.2
1955-10-01,1955,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.9
1955-11-01,1955,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.0
1955-12-01,1955,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.8
1956-01-01,1956,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.7
1956-02-01,1956,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1956-03-01,1956,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.6
1956-04-01,1956,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.7
1956-05-01,1956,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.8
1956-06-01,1956,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.4
1956-07-01,1956,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.7
1956-08-01,1956,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.6
1956-09-01,1956,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.1
1956-10-01,1956,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.1
1956-11-01,1956,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.5
1956-12-01,1956,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.7
1957-01-01,1957,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.3
1957-02-01,1957,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1957-03-01,1957,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.1
1957-04-01,1957,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.4
1957-05-01,1957,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.1
1957-06-01,1957,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.8
1957-07-01,1957,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.8
1957-08-01,1957,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.4
1957-09-01,1957,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.9
1957-10-01,1957,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.6
1957-11-01,1957,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.3
1957-12-01,1957,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.8
1958-01-01,1958,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.5
1958-02-01,1958,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.3
1958-03-01,1958,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.4
1958-04-01,1958,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.6
1958-05-01,1958,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.5
1958-06-01,1958,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.9
1958-07-01,1958,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.7
1958-08-01,1958,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.5
1958-09-01,1958,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.2
1958-10-01,1958,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.9
1958-11-01,1958,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.5
1958-12-01,1958,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1959-01-01,1959,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1959-02-01,1959,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.8
1959-03-01,1959,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.5
1959-04-01,1959,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.4
1959-05-01,1959,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1959-06-01,1959,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.1
1959-07-01,1959,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.5
1959-08-01,1959,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.1
1959-09-01,1959,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.1
1959-10-01,1959,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.7
1959-11-01,1959,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.5
1959-12-01,1959,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.1
1960-01-01,1960,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1960-02-01,1960,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.0
1960-03-01,1960,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.7
1960-04-01,1960,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.8
1960-05-01,1960,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,77.9
1960-06-01,1960,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.2
1960-07-01,1960,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.3
1960-08-01,1960,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1960-09-01,1960,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.8
1960-10-01,1960,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.8
1960-11-01,1960,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.4
1960-12-01,1960,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.5
1961-01-01,1961,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
1961-02-01,1961,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1961-03-01,1961,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.6
1961-04-01,1961,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,68.1
1961-05-01,1961,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.5
1961-06-01,1961,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.0
1961-07-01,1961,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.1
1961-08-01,1961,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.1
1961-09-01,1961,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.2
1961-10-01,1961,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.4
1961-11-01,1961,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.6
1961-12-01,1961,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.0
1962-01-01,1962,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1962-02-01,1962,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.4
1962-03-01,1962,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.5
1962-04-01,1962,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.0
1962-05-01,1962,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.3
1962-06-01,1962,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.9
1962-07-01,1962,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.1
1962-08-01,1962,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.2
1962-09-01,1962,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.1
1962-10-01,1962,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.7
1962-11-01,1962,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.8
1962-12-01,1962,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.1
1963-01-01,1963,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.5
1963-02-01,1963,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1963-03-01,1963,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.3
1963-04-01,1963,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,54.0
1963-05-01,1963,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,84.2
1963-06-01,1963,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,63.0
1963-07-01,1963,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.7
1963-08-01,1963,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.1
1963-09-01,1963,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.7
1963-10-01,1963,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.8
1963-11-01,1963,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1963-12-01,1963,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.5
1964-01-01,1964,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.4
1964-02-01,1964,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.4
1964-03-01,1964,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.4
1964-04-01,1964,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.6
1964-05-01,1964,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.1
1964-06-01,1964,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.8
1964-07-01,1964,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.2
1964-08-01,1964,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.8
1964-09-01,1964,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.4
1964-10-01,1964,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.8
1964-11-01,1964,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,68.0
1964-12-01,1964,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.1
1965-01-01,1965,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.6
1965-02-01,1965,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1965-03-01,1965,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1965-04-01,1965,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.1
1965-05-01,1965,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.7
1965-06-01,1965,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.1
1965-07-01,1965,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.3
1965-08-01,1965,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.2
1965-09-01,1965,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.7
1965-10-01,1965,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.9
1965-11-01,1965,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.6
1965-12-01,1965,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.1
1966-01-01,1966,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.8
1966-02-01,1966,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.9
1966-03-01,1966,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.3
1966-04-01,1966,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.1
1966-05-01,1966,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.6
1966-06-01,1966,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.5
1966-07-01,1966,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.9
1966-08-01,1966,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.0
1966-09-01,1966,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.3
1966-10-01,1966,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1966-11-01,1966,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.3
1966-12-01,1966,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,65.9
1967-01-01,1967,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.0
1967-02-01,1967,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.0
1967-03-01,1967,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.4
1967-04-01,1967,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.9
1967-05-01,1967,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.8
1967-06-01,1967,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.9
1967-07-01,1967,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.6
1967-08-01,1967,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.0
1967-09-01,1967,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.6
1967-10-01,1967,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.1
1967-11-01,1967,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1967-12-01,1967,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.1
1968-01-01,1968,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.5
1968-02-01,1968,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.6
1968-03-01,1968,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.8
1968-04-01,1968,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.9
1968-05-01,1968,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.0
1968-06-01,1968,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.7
1968-07-01,1968,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.9
1968-08-01,1968,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.5
1968-09-01,1968,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.4
1968-10-01,1968,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.9
1968-11-01,1968,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.1
1968-12-01,1968,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.8
1969-01-01,1969,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
1969-02-01,1969,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,128.5
1969-03-01,1969,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.7
1969-04-01,1969,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1969-05-01,1969,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.9
1969-06-01,1969,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.1
1969-07-01,1969,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,63.0
1969-08-01,1969,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.1
1969-09-01,1969,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.9
1969-10-01,1969,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1969-11-01,1969,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.9
1969-12-01,1969,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.4
1970-01-01,1970,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.6
1970-02-01,1970,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1970-03-01,1970,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.0
1970-04-01,1970,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.2
1970-05-01,1970,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.0
1970-06-01,1970,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.5
1970-07-01,1970,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.8
1970-08-01,1970,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.3
1970-09-01,1970,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.3
1970-10-01,1970,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.9
1970-11-01,1970,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,43.0
1970-12-01,1970,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.2
1971-01-01,1971,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.8
1971-02-01,1971,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.0
1971-03-01,1971,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.2
1971-04-01,1971,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.9
1971-05-01,1971,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.6
1971-06-01,1971,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.0
1971-07-01,1971,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.0
1971-08-01,1971,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.6
1971-09-01,1971,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.9
1971-10-01,1971,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.6
1971-11-01,1971,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.3
1971-12-01,1971,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1972-01-01,1972,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,64.8
1972-02-01,1972,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.9
1972-03-01,1972,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1972-04-01,1972,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.9
1972-05-01,1972,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.0
1972-06-01,1972,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.3
1972-07-01,1972,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.6
1972-08-01,1972,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.0
1972-09-01,1972,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.8
1972-10-01,1972,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.7
1972-11-01,1972,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.4
1972-12-01,1972,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.4
1973-01-01,1973,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.2
1973-02-01,1973,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,88.7
1973-03-01,1973,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.5
1973-04-01,1973,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.4
1973-05-01,1973,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.1
1973-06-01,1973,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.8
1973-07-01,1973,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.1
1973-08-01,1973,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.8
1973-09-01,1973,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.2
1973-10-01,1973,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,78.7
1973-11-01,1973,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.6
1973-12-01,1973,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1974-01-01,1974,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.6
1974-02-01,1974,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,75.8
1974-03-01,1974,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.8
1974-04-01,1974,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,95.6
1974-05-01,1974,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,66.0
1974-06-01,1974,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.0
1974-07-01,1974,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.0
1974-08-01,1974,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.6
1974-09-01,1974,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.8
1974-10-01,1974,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,135.6
1974-11-01,1974,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.2
1974-12-01,1974,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.4
1975-01-01,1975,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.8
1975-02-01,1975,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.6
1975-03-01,1975,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.2
1975-04-01,1975,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.4
1975-05-01,1975,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.8
1975-06-01,1975,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.8
1975-07-01,1975,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.4
1975-08-01,1975,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.7
1975-09-01,1975,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,47.6
1975-10-01,1975,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,103.2
1975-11-01,1975,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.8
1975-12-01,1975,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1976-01-01,1976,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.0
1976-02-01,1976,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.0
1976-03-01,1976,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.0
1976-04-01,1976,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.3
1976-05-01,1976,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.8
1976-06-01,1976,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.4
1976-07-01,1976,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.2
1976-08-01,1976,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.0
1976-09-01,1976,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.9
1976-10-01,1976,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,67.8
