date,year,month,month_name,region_label,station_name,station_id,latitude,longitude,elevation_m,monthly_rainfall_mm
1908-05-01,1908,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.3
1908-06-01,1908,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.6
1908-07-01,1908,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.1
1908-08-01,1908,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.2
1908-09-01,1908,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,74.4
1908-10-01,1908,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.0
1908-11-01,1908,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.7
1908-12-01,1908,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.3
1909-01-01,1909,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.5
1909-02-01,1909,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.2
1909-03-01,1909,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1909-04-01,1909,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.2
1909-05-01,1909,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,99.3
1909-06-01,1909,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.6
1909-07-01,1909,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.4
1909-08-01,1909,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,117.1
1909-09-01,1909,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.1
1909-10-01,1909,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.0
1909-11-01,1909,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.2
1909-12-01,1909,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.5
1910-01-01,1910,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1910-02-01,1910,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1910-03-01,1910,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,169.3
1910-04-01,1910,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.3
1910-05-01,1910,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,83.8
1910-06-01,1910,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.0
1910-07-01,1910,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,70.6
1910-08-01,1910,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.8
1910-09-01,1910,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.9
1910-10-01,1910,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.9
1910-11-01,1910,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.4
1910-12-01,1910,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.6
1911-01-01,1911,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.3
1911-02-01,1911,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.8
1911-03-01,1911,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.3
1911-04-01,1911,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.1
1911-05-01,1911,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.2
1911-06-01,1911,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.9
1911-07-01,1911,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.2
1911-08-01,1911,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.8
1911-09-01,1911,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.3
1911-10-01,1911,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.6
1911-11-01,1911,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.4
1911-12-01,1911,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.5
1912-01-01,1912,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.3
1912-02-01,1912,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.1
1912-03-01,1912,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.3
1912-04-01,1912,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
1912-05-01,1912,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.7
1912-06-01,1912,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.1
1912-07-01,1912,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.6
1912-08-01,1912,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.0
1912-09-01,1912,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,56.9
1912-10-01,1912,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.9
1912-11-01,1912,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.6
1912-12-01,1912,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.3
1913-01-01,1913,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.3
1913-02-01,1913,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,64.4
1913-03-01,1913,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.0
1913-04-01,1913,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,65.1
1913-05-01,1913,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.6
1913-06-01,1913,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.7
1913-07-01,1913,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.3
1913-08-01,1913,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.7
1913-09-01,1913,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.9
1913-10-01,1913,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,94.3
1913-11-01,1913,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.1
1913-12-01,1913,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.3
1914-01-01,1914,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.2
1914-02-01,1914,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1914-03-01,1914,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.4
1914-04-01,1914,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.2
1914-05-01,1914,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.6
1914-06-01,1914,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.5
1914-07-01,1914,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.1
1914-08-01,1914,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.5
1914-09-01,1914,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.8
1914-10-01,1914,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.8
1914-11-01,1914,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.8
1914-12-01,1914,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.5
1915-01-01,1915,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.8
1915-02-01,1915,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.3
1915-03-01,1915,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.3
1915-04-01,1915,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.2
1915-05-01,1915,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.8
1915-06-01,1915,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.8
1915-07-01,1915,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.5
1915-08-01,1915,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.2
1915-09-01,1915,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.3
1915-10-01,1915,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.4
1915-11-01,1915,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.6
1915-12-01,1915,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.8
1916-01-01,1916,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.0
1916-02-01,1916,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.0
1916-03-01,1916,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.4
1916-04-01,1916,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.7
1916-05-01,1916,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.8
1916-06-01,1916,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,75.3
1916-07-01,1916,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.7
1916-08-01,1916,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.4
1916-09-01,1916,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.6
1916-10-01,1916,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.3
1916-11-01,1916,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.9
1916-12-01,1916,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.2
1917-01-01,1917,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.1
1917-02-01,1917,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,27.7
1917-03-01,1917,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.6
1917-04-01,1917,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.6
1917-05-01,1917,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.4
1917-06-01,1917,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.9
1917-07-01,1917,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.2
1917-08-01,1917,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.8
1917-09-01,1917,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.4
1917-10-01,1917,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.5
1917-11-01,1917,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.9
1917-12-01,1917,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.1
1918-01-01,1918,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.6
1918-02-01,1918,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1918-03-01,1918,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.7
1918-04-01,1918,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.4
1918-05-01,1918,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.5
1918-06-01,1918,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,12.8
1918-07-01,1918,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,36.1
1918-08-01,1918,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.7
1918-09-01,1918,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,24.1
1918-10-01,1918,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,28.5
1918-11-01,1918,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.5
1918-12-01,1918,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.8
1919-01-01,1919,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.4
1919-02-01,1919,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.5
1919-03-01,1919,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.4
1919-04-01,1919,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.3
1919-05-01,1919,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.3
1919-06-01,1919,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.1
1919-07-01,1919,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.7
1919-08-01,1919,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.7
1919-09-01,1919,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,42.0
1919-10-01,1919,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.6
1919-11-01,1919,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.5
1919-12-01,1919,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.8
1920-01-01,1920,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.8
1920-02-01,1920,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1920-03-01,1920,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.4
1920-04-01,1920,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.5
1920-05-01,1920,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.8
1920-06-01,1920,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,52.2
1920-07-01,1920,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.2
1920-08-01,1920,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,57.7
1920-09-01,1920,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.9
1920-10-01,1920,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.8
1920-11-01,1920,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.3
1920-12-01,1920,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.1
1921-01-01,1921,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,40.6
1921-02-01,1921,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.7
1921-03-01,1921,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,78.3
1921-04-01,1921,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.6
1921-05-01,1921,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,65.6
1921-06-01,1921,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.0
1921-07-01,1921,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.4
1921-08-01,1921,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.2
1921-09-01,1921,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,44.0
1921-10-01,1921,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,16.5
1921-11-01,1921,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,56.6
1921-12-01,1921,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.4
1922-01-01,1922,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,14.2
1922-02-01,1922,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.3
1922-03-01,1922,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.3
1922-04-01,1922,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.4
1922-05-01,1922,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,63.9
1922-06-01,1922,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.3
1922-07-01,1922,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,69.7
1922-08-01,1922,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.0
1922-09-01,1922,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.7
1922-10-01,1922,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,45.3
1922-11-01,1922,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.6
1922-12-01,1922,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,41.6
1923-01-01,1923,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,4.6
1923-02-01,1923,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.3
1923-03-01,1923,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1923-04-01,1923,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1923-05-01,1923,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,59.1
1923-06-01,1923,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,88.3
1923-07-01,1923,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.6
1923-08-01,1923,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.8
1923-09-01,1923,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,73.2
1923-10-01,1923,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,37.4
1923-11-01,1923,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.4
1923-12-01,1923,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.3
1924-01-01,1924,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.5
1924-02-01,1924,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,35.0
1924-03-01,1924,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.3
1924-04-01,1924,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.5
1924-05-01,1924,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,49.3
1924-06-01,1924,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.8
1924-07-01,1924,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.0
1924-08-01,1924,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.4
1924-09-01,1924,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,63.1
1924-10-01,1924,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,72.0
1924-11-01,1924,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.9
1924-12-01,1924,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1925-01-01,1925,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.5
1925-02-01,1925,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,32.8
1925-03-01,1925,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.9
1925-04-01,1925,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,33.4
1925-05-01,1925,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,79.2
1925-06-01,1925,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,17.8
1925-07-01,1925,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,38.5
1925-08-01,1925,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.4
1925-09-01,1925,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,70.6
1925-10-01,1925,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.8
1925-11-01,1925,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,26.3
1925-12-01,1925,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.3
1926-01-01,1926,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1926-02-01,1926,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.8
1926-03-01,1926,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,1.3
1926-04-01,1926,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.3
1926-05-01,1926,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.6
1926-06-01,1926,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.4
1926-07-01,1926,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.5
1926-08-01,1926,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,53.4
1926-09-01,1926,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.5
1926-10-01,1926,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,29.9
1926-11-01,1926,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,9.2
1926-12-01,1926,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.9
1927-01-01,1927,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,10.4
1927-02-01,1927,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.2
1927-03-01,1927,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1927-04-01,1927,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.5
1927-05-01,1927,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.0
1927-06-01,1927,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.6
1927-07-01,1927,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,31.3
1927-08-01,1927,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,51.8
1927-09-01,1927,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,20.2
1927-10-01,1927,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1927-11-01,1927,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,58.6
1927-12-01,1927,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,11.5
1928-01-01,1928,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,21.9
1928-02-01,1928,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,60.9
1928-03-01,1928,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,50.1
1928-04-01,1928,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.1
1928-05-01,1928,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,30.3
1928-06-01,1928,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,46.3
1928-07-01,1928,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,23.0
1928-08-01,1928,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1928-09-01,1928,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.1
1928-10-01,1928,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,34.6
1928-11-01,1928,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.5
1928-12-01,1928,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.9
1929-01-01,1929,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.9
1929-02-01,1929,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,2.0
1929-03-01,1929,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
1929-04-01,1929,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,7.1
1929-05-01,1929,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.2
1929-06-01,1929,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.2
1929-07-01,1929,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,22.2
1929-08-01,1929,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.4
1929-09-01,1929,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,39.2
1929-10-01,1929,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.7
1929-11-01,1929,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,19.3
1929-12-01,1929,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,94.6
1930-01-01,1930,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1930-02-01,1930,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.0
1930-03-01,1930,3,Mar,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,0.0
1930-04-01,1930,4,Apr,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,13.0
1930-05-01,1930,5,May,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,8.9
1930-06-01,1930,6,Jun,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,15.3
1930-07-01,1930,7,Jul,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,55.5
1930-08-01,1930,8,Aug,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,48.7
1930-09-01,1930,9,Sep,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,25.1
1930-10-01,1930,10,Oct,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,61.2
1930-11-01,1930,11,Nov,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,6.9
1930-12-01,1930,12,Dec,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,3.0
1931-01-01,1931,1,Jan,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,18.3
1931-02-01,1931,2,Feb,Center,MURRAY BRIDGE,024521,-35.12,139.26,33.0,5.1
